Moisture,CDS,Humidity,Temperature
524,55,57,28
529,54,57,28
526,53,57,28
524,52,57,28
527,52,57,28
526,52,57,28
526,53,57,28
528,54,57,28
524,54,57,28
530,53,57,28
527,53,58,28
524,53,58,28
528,53,58,29
521,53,58,29
527,54,58,29
528,54,58,29
525,54,58,29
528,53,58,29
527,53,58,29
523,54,58,29
526,54,58,29
527,54,58,29
527,56,59,29
527,57,59,29
523,58,59,29
531,58,59,29
526,58,59,29
527,58,59,29
525,56,59,29
522,55,59,29
524,54,59,29
527,54,59,29
525,55,59,29
526,54,58,29
526,54,58,29
527,54,58,29
524,54,58,29
523,53,58,29
527,54,57,29
525,53,57,29
526,53,57,29
523,54,56,29
527,55,56,29
526,55,56,29
525,55,56,29
525,55,55,29
522,54,55,29
522,54,55,29
525,54,55,29
528,54,54,29
524,54,54,29
523,55,54,29
522,54,54,29
528,53,54,29
522,53,53,29
530,52,53,29
525,52,53,29
525,53,53,29
529,53,53,29
525,52,53,29
523,53,52,29
526,53,52,29
528,53,52,29
522,52,52,29
520,52,51,29
523,52,51,29
526,52,51,29
518,52,51,29
529,52,51,29
521,52,50,29
524,52,50,29
523,52,50,29
522,53,50,29
524,53,50,29
523,54,49,29
520,55,49,29
523,55,49,29
522,55,48,29
523,56,48,29
524,56,48,29
524,56,48,29
522,56,48,29
521,57,48,29
526,57,48,29
522,57,47,29
521,58,47,29
520,58,48,29
520,58,48,29
518,58,48,29
517,58,48,29
520,59,48,29
520,59,48,29
522,59,48,29
524,60,48,29
523,59,48,29
522,59,49,29
524,59,49,28
524,59,49,28
522,59,48,28
521,59,48,28
525,59,48,28
520,59,48,28
523,59,48,28
523,59,48,28
521,59,48,28
524,59,48,28
523,59,48,28
522,60,48,28
521,59,48,28
528,60,47,28
521,59,47,28
521,60,47,28
521,60,47,28
521,59,47,28
519,60,46,28
520,59,46,28
520,59,46,28
521,59,46,28
522,59,46,28
529,59,46,28
525,60,46,28
524,62,45,28
520,62,45,28
522,62,45,28
521,62,45,28
518,63,45,28
523,62,45,28
524,62,44,28
522,62,45,28
520,61,45,28
521,60,45,28
522,60,45,28
518,59,45,28
526,58,45,28
521,58,45,28
522,58,45,28
517,57,46,28
517,57,46,28
522,57,46,28
522,56,46,28
523,56,47,28
522,56,47,28
523,56,47,28
519,56,48,28
521,56,48,28
523,56,48,28
519,55,48,28
521,54,48,28
522,54,48,28
521,53,48,28
522,53,48,28
521,53,48,28
519,53,47,28
518,53,47,28
518,53,47,28
523,53,47,28
520,53,47,27
526,53,47,27
521,52,47,27
520,52,47,27
520,51,47,27
521,52,47,27
516,53,46,27
519,53,46,27
521,53,46,27
518,53,46,27
522,52,46,27
521,52,46,27
523,52,46,27
522,52,46,27
520,52,46,27
522,53,47,27
520,52,47,27
522,53,47,27
520,52,47,27
521,53,48,27
521,53,48,27
523,52,49,27
519,53,49,27
520,52,49,27
522,53,49,27
521,53,50,27
520,52,50,27
526,53,51,27
520,56,52,27
516,58,52,27
520,58,53,27
522,59,53,27
530,60,54,27
520,60,54,27
518,61,54,27
520,61,55,27
526,61,55,27
522,62,55,27
517,62,55,27
516,63,55,27
519,63,55,27
520,63,54,27
515,63,54,27
519,63,54,27
522,63,54,27
521,63,54,27
521,63,53,27
516,62,53,27
518,62,53,28
512,62,53,27
522,61,53,28
522,61,52,28
521,62,52,28
516,63,52,28
521,63,52,28
520,64,52,28
519,64,52,28
523,64,51,28
516,63,51,28
521,62,51,27
524,61,51,28
519,62,51,27
518,63,50,27
525,64,50,27
514,65,50,27
521,64,50,27
519,62,50,27
520,61,50,27
522,61,50,27
521,61,50,27
522,60,49,27
523,60,49,27
524,61,49,27
520,63,49,27
517,64,49,27
519,64,48,27
516,64,48,27
525,64,48,27
519,62,48,27
520,61,48,27
520,62,48,27
516,62,48,27
520,61,48,27
521,61,47,27
521,61,47,27
520,61,47,27
521,62,47,27
517,62,47,27
519,62,47,27
522,63,47,27
523,63,47,27
521,64,47,27
519,64,47,27
517,64,47,27
517,64,47,27
520,64,48,27
521,64,48,27
522,64,48,27
522,64,48,27
521,64,48,27
521,64,49,27
521,64,49,27
515,64,49,27
524,65,49,27
520,65,50,27
517,66,50,27
518,66,50,27
524,66,50,27
520,69,51,28
518,67,51,28
519,65,51,28
524,64,51,28
521,64,51,28
519,64,51,28
517,64,52,28
521,63,52,28
521,62,52,28
522,62,52,28
518,62,52,28
523,62,52,28
522,64,53,28
521,62,53,28
520,62,53,28
523,62,53,28
521,62,53,28
523,62,54,28
522,62,54,28
523,63,54,28
522,62,54,28
521,62,54,28
527,62,54,28
522,61,55,28
523,61,55,28
519,61,55,28
526,61,55,28
521,60,55,28
525,61,55,28
523,60,55,28
520,61,55,28
523,61,55,28
522,60,55,28
522,61,55,28
524,61,55,28
524,61,55,28
522,62,55,28
523,62,54,28
524,62,54,28
524,62,54,28
520,62,54,28
521,62,54,28
524,61,54,28
525,61,54,28
526,61,53,28
525,60,53,28
520,60,53,28
523,60,53,28
518,59,53,28
528,59,53,28
526,58,53,28
524,58,52,28
523,58,52,28
523,58,52,28
524,58,52,28
522,59,52,28
522,59,52,28
524,59,51,28
518,60,51,28
523,60,51,28
522,60,51,28
523,60,51,28
534,60,51,28
522,60,50,28
522,60,50,28
523,60,50,28
524,60,50,28
522,60,50,28
521,61,50,28
517,61,49,28
520,61,49,28
522,61,49,28
522,61,49,28
526,62,49,28
524,62,49,28
529,62,48,28
526,62,48,28
527,62,48,28
523,62,48,28
525,62,48,28
526,62,48,28
521,62,48,28
522,62,47,28
520,61,47,28
520,61,47,28
517,61,47,28
518,61,47,28
522,61,47,28
522,61,47,28
520,61,47,28
520,62,47,28
522,62,47,28
520,62,48,28
521,62,48,28
523,62,48,28
527,62,48,28
522,63,48,28
523,62,49,28
523,63,49,28
524,62,49,28
524,62,50,28
519,62,50,28
521,62,51,28
525,62,51,28
521,61,52,28
521,62,52,28
524,61,53,28
521,61,53,28
521,62,53,28
521,62,54,28
524,62,54,28
520,62,55,28
519,62,55,28
518,62,55,28
520,62,56,28
523,62,56,28
520,62,56,28
521,62,57,28
522,62,57,28
520,62,57,28
522,62,57,28
518,63,58,28
519,63,58,28
522,63,58,28
523,63,58,28
521,62,58,28
522,62,58,28
522,62,58,28
523,62,57,28
521,62,57,28
520,63,57,28
521,63,57,28
525,63,56,28
511,63,56,28
520,62,57,28
518,63,56,28
520,62,56,28
523,63,56,28
522,64,56,28
525,65,55,28
521,66,55,28
519,66,55,28
522,67,55,28
525,67,55,28
518,67,55,28
523,66,55,28
524,65,55,28
523,64,54,28
521,63,54,28
519,63,54,28
520,62,54,28
525,62,54,28
522,62,53,28
522,62,53,28
520,63,53,28
524,63,53,28
522,62,53,28
521,62,52,28
521,62,52,28
518,62,52,28
516,62,52,28
518,62,52,28
520,62,52,28
519,62,52,28
515,62,51,28
517,62,51,28
519,62,51,28
520,62,51,28
521,62,51,28
521,62,50,28
522,62,50,28
523,62,50,28
520,62,50,28
520,62,50,28
521,63,50,28
521,64,50,28
521,65,49,28
523,66,49,28
520,67,49,28
525,67,49,28
520,67,49,28
522,67,49,28
521,67,49,28
521,67,49,28
520,67,48,28
516,68,48,28
524,67,49,28
516,68,49,28
519,68,49,28
523,68,49,28
515,68,49,28
518,68,49,27
523,68,49,27
521,69,50,27
519,69,50,27
517,69,50,27
518,67,50,27
521,65,50,28
520,66,51,28
520,66,51,28
517,65,51,28
516,64,51,28
520,66,52,28
521,67,52,28
520,68,52,28
524,68,52,28
521,67,52,28
518,68,53,28
521,68,53,28
523,67,53,28
519,67,53,28
519,66,53,28
521,66,53,28
522,67,54,28
521,67,54,28
515,67,54,28
520,67,54,28
520,67,54,28
521,66,54,28
523,66,55,28
519,67,55,28
518,67,55,28
521,67,55,28
523,67,55,28
518,67,55,28
523,66,55,28
518,66,55,28
520,66,56,28
521,66,56,28
520,66,56,28
522,66,56,28
514,65,56,28
517,64,56,28
523,64,56,28
518,64,55,28
519,63,55,28
520,63,55,28
515,63,55,28
519,62,55,28
521,62,55,28
519,62,55,28
520,62,54,28
522,61,54,28
522,62,54,28
517,61,55,28
521,61,55,28
522,61,55,28
519,60,55,28
518,59,55,28
522,58,56,28
519,57,56,28
516,57,56,28
521,57,57,28
519,56,57,28
518,57,57,28
521,57,57,28
521,56,58,28
520,57,57,28
520,57,57,28
520,57,57,28
520,57,58,28
520,57,58,28
520,57,58,28
516,57,58,28
519,58,58,28
522,58,58,28
520,58,57,28
518,58,57,28
520,59,57,28
519,59,57,28
520,59,57,28
519,60,57,28
518,62,57,28
524,63,57,28
521,64,56,28
519,64,56,28
516,64,56,28
524,64,56,28
519,64,56,28
518,63,55,28
520,63,55,28
515,63,55,28
523,62,55,28
518,62,55,28
520,61,54,28
518,61,54,28
523,60,54,28
517,60,54,28
524,59,54,28
519,57,54,28
520,57,54,28
523,56,54,28
519,55,54,28
519,55,54,28
523,55,54,28
523,54,54,28
522,54,54,28
520,54,54,28
521,54,54,27
515,55,54,27
519,54,54,27
521,54,54,27
520,54,55,27
517,54,55,27
522,54,55,27
519,54,55,27
511,54,55,27
518,54,55,27
520,54,55,27
520,54,56,27
521,54,56,27
520,54,56,27
516,55,56,27
520,55,56,27
518,55,56,28
525,56,56,28
519,56,56,28
525,56,56,28
514,56,56,28
520,57,56,28
519,58,56,28
517,59,56,28
518,59,56,28
513,59,56,28
520,57,56,28
522,57,56,28
522,57,56,28
524,57,57,28
529,57,56,28
521,57,56,28
520,57,56,28
519,57,56,28
516,57,56,28
518,56,56,28
519,56,56,28
526,57,56,28
519,56,56,28
520,57,56,28
520,56,56,28
515,57,56,28
514,57,56,28
520,57,56,28
521,57,56,28
520,57,56,28
519,57,56,28
520,57,56,28
522,56,56,28
518,56,56,28
520,56,56,28
519,56,56,28
513,56,56,28
517,56,56,28
518,57,56,28
515,57,56,28
515,57,56,28
525,57,56,28
521,57,56,28
519,57,56,28
522,57,56,28
519,57,56,28
520,58,56,28
516,57,56,28
517,57,56,28
517,57,55,28
518,57,55,28
514,57,55,28
518,57,55,28
517,58,55,28
517,58,55,28
513,58,55,28
516,58,54,28
517,58,54,28
520,58,54,28
519,58,54,28
519,58,53,28
522,58,53,28
518,58,53,28
516,58,53,28
519,57,53,28
511,57,52,28
527,57,52,28
516,56,52,28
518,56,52,28
521,56,52,28
518,56,52,28
521,57,52,28
516,56,51,28
515,56,51,28
516,56,51,28
515,56,51,28
516,56,51,28
516,57,51,28
516,57,50,28
516,56,50,28
520,57,50,28
519,56,50,28
516,57,50,28
519,57,50,28
517,57,50,28
517,57,51,28
519,57,51,27
515,57,51,27
519,57,51,27
519,58,52,27
515,58,52,28
520,58,53,28
519,58,53,28
516,59,53,28
517,58,54,28
518,59,54,28
517,58,55,28
519,58,55,28
518,58,56,28
518,58,56,28
517,58,57,28
520,58,57,28
522,58,57,28
518,58,58,28
518,57,58,28
516,57,58,28
514,58,58,28
521,58,58,28
514,59,59,28
520,60,59,28
518,61,59,28
518,62,59,28
522,62,59,28
514,63,59,28
520,63,59,28
519,63,59,28
517,64,59,28
517,64,59,28
520,64,60,28
517,64,60,28
517,64,60,28
520,64,60,28
531,65,60,28
519,65,60,28
515,65,60,28
520,65,59,28
520,66,59,28
522,65,59,28
521,65,59,28
519,65,59,28
521,65,58,28
522,64,58,28
517,63,58,28
518,62,58,28
524,62,58,28
515,62,57,28
523,62,57,28
518,61,57,28
520,61,57,28
520,60,57,28
515,60,56,28
520,60,56,28
515,60,56,28
520,61,56,28
516,60,56,28
518,60,56,28
516,60,56,28
514,60,56,28
516,60,55,28
515,60,55,28
518,60,55,28
518,61,55,28
518,61,54,28
517,62,54,28
517,63,54,28
514,62,54,28
518,63,54,28
517,63,53,28
522,63,53,28
518,63,53,28
519,64,53,28
519,64,53,28
517,63,52,28
519,63,52,28
516,63,52,28
516,64,52,28
522,63,52,28
516,64,52,28
525,65,52,28
520,65,52,28
517,65,51,28
519,64,51,28
518,64,51,28
520,65,51,28
514,65,51,28
518,66,51,28
517,66,51,28
517,67,50,28
519,67,50,28
518,68,50,28
519,68,50,28
517,68,50,28
515,67,50,28
519,66,49,28
516,66,49,28
518,67,49,28
515,65,49,28
519,64,49,28
518,64,49,28
521,64,49,28
516,63,49,28
516,63,49,27
519,62,49,27
521,62,49,27
518,62,49,27
517,63,49,27
519,62,50,27
519,63,50,27
515,62,50,27
515,62,50,27
519,62,51,27
513,61,51,27
518,61,51,27
517,61,51,27
517,61,51,27
513,61,52,28
514,61,52,28
515,61,52,28
528,61,52,28
516,61,52,28
518,61,53,28
516,61,53,28
517,61,53,28
517,62,53,28
520,62,53,28
517,62,53,28
512,63,54,28
517,64,54,28
518,64,54,28
520,64,54,28
518,67,54,28
515,67,54,28
518,67,55,28
520,67,55,28
519,66,55,28
517,66,55,28
518,66,55,28
515,66,55,28
519,65,55,28
521,65,56,28
518,64,56,28
517,64,56,28
520,63,56,28
516,62,56,28
521,62,56,28
512,61,56,28
521,61,56,28
514,61,56,28
521,61,56,28
515,61,56,28
519,61,56,28
516,61,56,28
518,62,56,28
517,62,56,28
518,62,56,28
513,62,56,28
517,62,56,28
519,62,56,28
514,62,55,28
516,61,55,28
517,60,55,28
509,60,55,28
518,60,55,28
514,60,55,28
517,61,55,28
517,62,54,28
519,62,54,28
518,62,54,28
513,62,54,28
516,63,54,28
518,63,54,28
517,63,54,28
517,64,53,28
517,64,53,28
519,64,53,28
515,64,53,28
516,64,53,28
517,64,52,28
516,65,52,28
518,65,52,28
517,65,52,28
515,65,52,28
518,65,52,28
514,66,51,28
516,66,51,28
518,66,51,28
516,66,51,28
520,66,51,28
517,66,51,28
515,66,50,28
516,65,50,28
524,65,50,28
517,65,50,28
516,64,50,28
515,64,50,28
521,64,49,28
518,63,49,28
516,63,49,28
516,62,49,27
519,61,49,27
517,62,49,27
515,61,49,27
517,61,48,27
518,61,48,27
515,60,48,27
515,60,48,27
516,59,48,27
518,59,48,27
521,58,48,27
515,58,48,27
518,58,49,27
516,57,49,27
514,58,49,27
516,59,49,27
515,60,49,27
515,61,50,27
516,61,50,27
513,62,50,27
516,62,50,27
517,62,50,27
517,62,51,27
517,62,51,27
518,62,51,27
516,62,51,28
517,62,52,28
516,62,52,28
512,61,52,28
516,61,52,28
517,61,52,28
518,61,52,28
517,61,53,28
518,62,53,28
518,62,53,28
515,62,53,28
513,62,53,28
515,62,54,28
516,62,54,28
517,62,54,28
521,62,54,28
518,61,54,28
516,60,54,28
518,60,55,28
518,61,55,28
520,62,55,28
521,64,55,28
516,64,55,28
516,64,55,28
520,65,55,28
514,65,55,28
520,65,56,28
516,65,56,28
516,65,56,28
517,65,56,28
512,65,56,28
522,65,56,28
516,66,56,28
521,66,56,28
513,67,56,28
517,68,56,28
516,68,56,28
516,68,56,28
520,68,56,28
516,68,56,28
514,68,56,28
510,68,56,28
518,68,56,28
513,68,55,28
516,68,55,28
514,68,55,28
514,69,55,28
518,68,55,28
516,68,55,28
521,68,55,28
519,68,55,28
520,68,54,28
520,68,54,28
520,69,54,28
517,70,54,28
517,70,54,28
511,71,53,28
512,72,53,28
518,72,53,28
517,72,53,28
518,72,53,28
518,72,53,28
517,72,53,28
517,72,52,28
516,71,52,28
519,71,52,28
518,70,52,28
515,70,51,28
514,70,51,28
520,70,51,28
518,70,51,28
517,70,51,28
519,71,50,28
516,71,50,28
512,72,50,28
512,72,50,28
516,73,50,28
516,74,50,28
517,73,50,28
515,73,49,28
517,72,49,27
514,71,49,27
520,70,49,27
515,69,49,27
515,68,49,27
516,67,49,27
516,66,48,27
515,65,48,27
520,64,48,27
515,64,48,27
514,63,48,27
518,63,48,27
517,64,48,27
516,64,48,27
513,64,49,27
516,63,49,27
518,63,49,27
516,62,49,27
518,61,49,27
511,60,50,27
519,59,50,27
517,59,50,27
515,58,50,27
518,58,50,27
517,57,51,27
517,57,51,27
517,57,51,27
517,58,51,27
510,59,51,27
518,59,52,27
516,57,52,28
517,57,52,28
518,58,52,28
517,58,52,28
518,58,53,28
516,58,53,28
516,59,53,28
516,58,53,28
519,59,53,28
518,59,53,28
516,60,53,28
511,60,54,28
516,60,54,28
517,60,54,28
517,61,54,28
516,60,54,28
512,61,54,28
516,61,55,28
515,62,55,28
516,62,55,28
518,62,55,28
514,62,55,28
518,62,55,28
521,63,55,28
518,64,55,28
516,64,56,28
514,64,56,28
516,64,56,28
519,64,56,28
518,65,56,28
513,64,56,28
517,65,56,28
519,65,56,28
517,66,56,28
521,66,56,28
520,65,56,28
515,65,55,28
516,65,55,28
518,65,55,28
515,65,55,28
518,65,55,28
516,64,55,28
514,64,55,28
515,64,54,28
518,63,54,28
520,63,54,28
517,62,54,28
510,62,54,28
515,62,54,28
512,62,54,28
515,61,53,28
516,61,53,28
516,61,53,28
518,61,53,28
520,61,53,28
521,61,52,28
517,61,52,28
515,62,52,28
516,62,52,28
517,62,52,28
522,62,52,28
521,62,52,28
516,62,51,28
515,62,51,28
517,62,51,28
512,62,51,28
515,62,51,28
514,62,50,28
513,63,50,28
516,62,50,28
519,63,50,28
518,63,50,28
519,63,50,28
519,64,50,28
520,64,49,28
518,63,49,28
514,64,49,28
506,64,49,28
516,65,49,28
511,65,48,28
511,64,48,27
511,66,48,27
513,66,48,27
514,66,48,27
516,66,48,27
515,66,48,27
516,66,48,27
520,67,48,27
516,67,48,27
516,66,48,27
516,66,49,27
518,67,49,27
517,67,49,27
519,67,49,27
519,67,49,27
516,67,50,27
515,68,50,27
515,68,50,27
510,68,50,27
510,69,50,27
514,68,51,27
514,68,51,27
517,67,51,27
519,67,51,27
516,67,52,27
516,67,52,27
515,67,52,27
517,68,52,27
517,68,52,27
515,68,53,27
518,68,53,27
519,68,53,27
518,68,53,27
517,67,53,27
516,68,53,27
516,67,54,28
515,67,54,28
512,67,54,28
510,67,54,28
514,66,54,28
515,66,54,28
516,65,55,28
519,65,55,28
516,65,55,28
513,64,55,28
515,64,55,28
511,63,55,28
517,62,55,28
516,62,55,28
512,62,56,28
516,62,56,28
519,62,56,28
520,63,56,28
516,63,56,28
514,63,56,28
514,64,56,28
517,64,56,28
520,64,56,28
515,64,56,28
516,64,56,28
515,65,56,28
519,65,56,28
512,65,56,28
513,66,56,28
517,65,56,28
517,66,56,28
514,65,56,28
514,66,56,28
516,65,55,28
516,65,55,28
515,65,55,28
519,65,55,28
515,65,55,28
511,65,55,28
513,66,54,28
516,66,54,28
518,66,54,28
516,66,54,28
516,66,54,28
523,66,54,28
518,66,54,28
516,66,54,28
520,66,54,28
517,67,54,28
514,67,54,28
515,67,54,28
519,67,54,28
517,67,54,28
513,67,54,28
514,67,54,28
521,67,54,28
517,67,54,28
511,66,54,28
516,66,54,28
518,66,54,28
517,66,54,28
513,66,54,28
515,66,54,28
517,66,54,28
513,66,54,28
518,66,54,28
516,66,54,28
516,66,54,28
517,66,54,28
512,67,54,28
517,66,54,28
517,67,54,28
514,67,54,28
516,67,53,28
518,67,53,28
513,67,53,28
517,67,53,28
516,67,53,28
517,67,52,28
515,67,52,28
517,67,52,28
519,67,52,28
516,67,52,28
527,68,51,28
512,68,51,28
522,68,51,28
518,68,51,28
517,68,51,27
517,68,51,27
521,68,51,27
515,68,50,27
521,67,50,27
516,67,50,27
517,67,50,27
518,66,50,27
515,66,50,27
516,66,50,27
517,66,50,27
516,67,50,27
514,67,50,27
517,68,50,27
521,68,50,27
516,69,50,27
512,70,50,27
516,71,50,27
519,71,50,27
519,71,51,27
518,71,51,27
514,73,51,27
519,73,51,27
521,72,51,27
518,73,52,27
518,73,52,27
520,72,52,27
521,73,52,27
518,73,53,27
519,72,53,27
519,72,53,27
518,72,53,27
518,72,53,27
518,72,53,27
518,72,54,27
518,72,54,27
518,72,54,27
519,72,54,27
520,72,54,27
520,72,54,28
519,72,55,28
514,72,55,28
520,71,55,28
522,71,55,28
518,71,55,28
524,71,55,28
519,70,55,28
519,70,56,28
520,70,56,28
518,69,56,28
519,69,56,28
517,70,56,28
514,70,56,28
521,70,56,28
519,69,56,28
519,69,57,28
522,69,57,28
519,69,57,28
518,69,57,28
520,69,57,28
516,68,57,28
518,68,57,28
522,68,57,28
519,68,57,28
516,67,57,28
520,67,57,28
520,67,57,28
517,68,57,28
521,67,56,28
519,68,56,28
518,68,56,28
520,67,56,28
519,67,56,28
517,67,56,28
518,67,56,28
521,67,55,28
519,68,55,28
518,68,55,28
521,68,55,28
520,68,55,28
518,68,54,28
522,68,54,28
518,69,54,28
519,69,54,28
519,69,54,28
518,69,54,28
519,70,54,28
522,70,53,28
519,70,53,28
518,70,53,28
519,70,53,28
514,71,53,28
517,70,52,28
523,71,52,28
518,72,52,28
515,71,52,28
519,72,52,28
526,72,51,28
519,72,51,28
513,72,51,28
519,72,51,27
523,73,51,27
518,73,51,27
518,73,51,27
518,73,50,27
514,73,50,27
521,73,50,27
515,74,50,27
521,74,50,27
517,74,50,27
514,74,50,27
523,74,49,27
517,74,49,27
516,74,49,27
518,74,49,27
518,74,49,27
518,74,49,27
519,74,49,27
514,74,49,27
518,74,49,27
518,74,49,27
517,74,49,27
517,73,50,27
513,73,50,27
516,73,50,27
521,73,50,27
517,73,50,27
523,73,51,27
517,73,51,27
515,73,51,27
517,73,51,27
518,73,51,27
518,72,52,27
513,72,52,27
520,72,52,27
516,71,52,27
519,71,52,27
518,71,53,27
514,70,53,27
518,70,53,27
519,70,53,27
518,70,53,27
519,69,53,27
519,69,54,27
520,69,54,27
518,69,54,27
518,69,54,27
518,69,54,27
519,69,54,27
519,69,55,27
518,69,55,27
522,69,55,27
519,69,55,27
520,69,55,28
514,69,55,28
519,69,55,28
520,69,56,28
515,69,56,28
523,68,56,28
518,68,56,28
520,68,56,28
511,68,56,28
523,68,56,28
516,68,56,28
519,68,57,28
518,68,57,28
513,68,57,28
519,68,57,28
517,68,57,28
521,68,57,28
514,69,57,28
522,69,57,28
518,69,57,28
519,69,57,28
518,70,57,28
518,70,57,28
517,71,57,28
521,70,57,28
516,71,57,28
520,71,57,28
521,72,56,28
515,72,56,28
521,73,56,28
519,73,56,28
517,74,56,28
517,74,56,28
521,75,55,28
514,75,55,28
519,76,55,28
517,76,55,28
520,76,55,28
518,77,55,28
518,77,54,28
520,77,54,28
520,77,54,28
516,77,54,28
520,78,54,28
512,78,53,28
520,78,53,28
516,78,53,28
517,78,53,28
522,78,53,28
514,77,53,28
518,77,53,28
519,77,52,28
517,77,52,28
517,76,52,27
521,76,52,27
517,76,52,27
515,75,51,27
518,75,51,27
519,74,51,27
517,74,51,27
521,73,51,27
517,73,50,27
516,72,50,27
516,73,50,27
518,73,50,27
521,72,50,27
521,72,50,27
518,72,50,27
519,72,50,27
516,72,49,27
516,71,49,27
516,71,49,27
517,70,49,27
520,70,49,27
520,70,49,27
516,70,49,27
518,71,49,27
515,70,49,27
515,71,49,27
515,71,50,27
519,71,50,27
516,70,50,27
518,70,50,27
518,71,50,27
519,70,51,27
520,70,51,27
522,70,51,27
522,70,51,27
519,69,51,27
521,69,52,27
524,69,52,27
522,69,52,27
518,69,52,27
518,69,52,27
518,69,53,27
516,68,53,27
515,68,53,27
515,68,53,27
517,68,53,27
517,68,53,27
522,68,54,27
518,68,54,27
517,68,54,27
516,67,54,27
517,67,54,27
518,67,54,27
519,67,55,27
524,66,55,27
513,66,55,27
518,66,55,27
520,66,55,27
518,66,55,27
517,66,55,27
517,66,56,28
517,66,56,27
519,66,56,28
521,65,56,28
521,65,56,28
520,65,56,28
511,65,56,28
517,65,56,28
518,64,57,28
520,64,57,28
522,64,57,28
517,64,57,28
517,64,57,28
518,64,57,28
520,64,57,28
518,64,57,28
513,64,57,28
516,64,57,28
518,64,57,28
518,64,57,28
519,64,57,28
517,64,57,28
513,64,57,28
517,64,57,28
521,64,57,28
518,64,57,28
518,64,57,28
515,64,56,28
514,63,56,28
518,63,56,28
519,64,56,28
518,64,56,28
516,64,56,28
513,63,55,28
518,63,55,28
520,63,55,28
518,63,55,28
517,63,55,28
519,62,55,28
518,62,54,28
515,62,54,28
517,62,54,28
526,62,54,28
521,62,54,28
518,62,54,28
517,62,53,28
514,62,53,28
517,62,53,28
520,62,53,28
516,63,53,28
518,63,52,28
519,63,52,28
517,63,52,28
517,64,52,28
519,64,52,28
514,64,52,28
518,64,51,28
518,64,51,28
511,65,51,27
518,65,51,27
516,66,51,27
516,66,50,27
519,66,50,27
517,66,50,27
512,67,50,27
518,67,50,27
517,66,50,27
518,67,50,27
515,67,49,27
520,67,49,27
519,67,49,27
517,67,49,27
521,67,49,27
516,67,49,27
512,67,49,27
522,67,49,27
516,67,49,27
518,67,49,27
516,67,50,27
517,67,50,27
519,67,50,27
512,67,50,27
516,67,50,27
518,67,50,27
515,67,51,27
519,67,51,27
516,66,51,27
520,66,51,27
513,67,51,27
519,67,52,27
517,67,52,27
522,66,52,27
514,67,52,27
516,67,53,27
518,67,53,27
514,67,53,27
521,67,53,27
514,67,53,27
519,68,54,27
518,68,54,27
519,68,54,27
515,68,54,27
519,68,54,27
516,69,54,27
517,69,54,27
514,69,55,27
521,70,55,27
516,69,55,27
523,69,55,27
516,70,55,27
518,70,55,27
518,70,55,27
514,71,56,27
520,70,56,27
516,70,56,28
517,70,56,28
518,70,56,28
516,71,56,28
518,70,56,28
517,69,57,28
518,70,57,28
517,69,57,28
517,69,57,28
521,68,57,28
518,68,57,28
514,68,57,28
522,68,57,28
513,68,57,28
518,68,57,28
517,69,57,28
517,70,57,28
519,70,57,28
517,71,57,28
518,71,57,28
518,71,57,28
515,72,57,28
518,72,57,28
517,72,57,28
519,73,57,28
521,73,57,28
518,73,56,28
517,74,56,28
518,74,56,28
517,74,56,28
520,75,56,28
518,75,56,28
519,75,55,28
516,75,55,28
520,75,55,28
518,75,55,28
517,74,55,28
515,75,55,28
516,75,54,28
517,75,54,28
519,75,54,28
520,75,54,28
520,75,54,28
522,76,53,28
518,76,53,28
519,76,53,28
518,77,53,28
515,77,53,27
511,78,53,27
518,79,52,27
503,80,52,27
520,80,52,27
521,80,52,27
516,80,52,27
515,80,52,27
514,80,51,27
517,80,51,27
515,80,51,27
518,80,51,27
518,80,51,27
515,80,50,27
517,79,50,27
518,79,50,27
523,79,50,27
514,79,50,27
514,79,50,27
518,79,50,27
518,79,50,27
517,79,49,27
518,79,49,27
514,79,49,27
517,78,49,27
518,79,49,27
518,78,49,27
515,78,49,27
516,78,50,27
517,78,50,27
517,78,50,27
516,77,50,27
520,77,50,27
517,76,51,27
516,76,51,27
520,75,51,27
517,75,51,27
517,75,51,27
518,74,52,27
516,74,52,27
518,73,52,27
516,73,52,27
518,72,52,27
516,72,53,27
517,72,53,27
516,72,53,27
515,71,53,27
520,71,53,27
513,71,53,27
517,71,54,27
518,70,54,27
516,70,54,27
512,70,54,27
517,70,54,27
518,69,54,27
518,69,55,27
520,69,55,27
522,68,55,27
517,68,55,27
519,68,55,27
517,67,55,27
519,67,55,27
517,66,56,27
514,66,56,27
516,66,56,27
518,66,56,27
517,65,56,27
517,65,56,27
518,64,56,27
518,64,56,28
517,64,57,28
513,64,57,28
516,64,57,28
517,63,57,28
517,63,57,28
516,64,57,28
514,64,57,28
518,64,57,28
519,64,57,28
514,64,58,28
518,64,58,28
516,64,58,28
514,64,58,28
521,64,58,28
516,64,58,28
518,64,58,28
522,64,57,28
517,65,57,28
515,65,57,28
516,66,57,28
519,66,57,28
520,67,57,28
517,68,57,28
521,68,56,28
518,69,56,28
516,69,56,28
515,69,56,28
520,69,56,28
517,70,56,28
517,71,56,28
518,70,55,28
509,71,55,28
520,71,55,28
515,71,55,28
522,72,55,28
516,72,54,28
517,72,54,28
520,72,54,28
516,72,54,28
517,72,54,28
518,72,54,28
516,72,53,28
517,72,53,27
520,72,53,27
517,71,53,27
518,71,53,27
517,72,53,27
